local_gov,tax_type,vendor_num,fy_year,fy_total
JOHNSON COUNTY GOVERNMENT,CST,290000087,2007,130745.16
JOHNSON COUNTY GOVERNMENT,CST,290000087,2008,140842.63
JOHNSON COUNTY GOVERNMENT,CST,290000087,2009,126598.98
JOHNSON COUNTY GOVERNMENT,CST,290000087,2010,128540.62000000001
JOHNSON COUNTY GOVERNMENT,CST,290000087,2011,139659.26
JOHNSON COUNTY GOVERNMENT,CST,290000087,2012,143511.74
JOHNSON COUNTY GOVERNMENT,CST,290000087,2013,134403.26
JOHNSON COUNTY GOVERNMENT,CST,290000087,2014,138729.87
JOHNSON COUNTY GOVERNMENT,CST,290000087,2015,143366.32
JOHNSON COUNTY GOVERNMENT,CST,290000087,2016,141006.67
JOHNSON COUNTY GOVERNMENT,CST,290000087,2017,143899.46
JOHNSON COUNTY GOVERNMENT,CST,290000087,2018,147238.42
JOHNSON COUNTY GOVERNMENT,CST,290000087,2019,150320.37
JOHNSON COUNTY GOVERNMENT,CST,290000087,2020,144703.37
JOHNSON COUNTY GOVERNMENT,CST,290000087,2021,162048.54
JOHNSON COUNTY GOVERNMENT,CT,290000087,2006,106933.88
JOHNSON COUNTY GOVERNMENT,CT,290000087,2007,123529.6
JOHNSON COUNTY GOVERNMENT,CT,290000087,2008,127598.32
JOHNSON COUNTY GOVERNMENT,CT,290000087,2009,116203.42
JOHNSON COUNTY GOVERNMENT,CT,290000087,2010,102411.64
JOHNSON COUNTY GOVERNMENT,CT,290000087,2011,113593.18000000001
JOHNSON COUNTY GOVERNMENT,CT,290000087,2012,125252.25
JOHNSON COUNTY GOVERNMENT,CT,290000087,2013,109321.55
JOHNSON COUNTY GOVERNMENT,CT,290000087,2014,120976.63
JOHNSON COUNTY GOVERNMENT,CT,290000087,2015,133992.43
JOHNSON COUNTY GOVERNMENT,CT,290000087,2016,124512.03
JOHNSON COUNTY GOVERNMENT,CT,290000087,2017,126234.58
JOHNSON COUNTY GOVERNMENT,CT,290000087,2018,129473.27
JOHNSON COUNTY GOVERNMENT,CT,290000087,2019,130626.91
JOHNSON COUNTY GOVERNMENT,CT,290000087,2020,138994.1
JOHNSON COUNTY GOVERNMENT,CT,290000087,2021,173711.64
JOHNSON COUNTY GOVERNMENT,CTPS,290000087,2013,155033.16
JOHNSON COUNTY GOVERNMENT,CTPS,290000087,2014,226118
JOHNSON COUNTY GOVERNMENT,CTPS,290000087,2015,225015.2
JOHNSON COUNTY GOVERNMENT,CTPS,290000087,2016,221469.24
JOHNSON COUNTY GOVERNMENT,CTPS,290000087,2017,541209.34
JOHNSON COUNTY GOVERNMENT,CTPS,290000087,2018,703529.37
JOHNSON COUNTY GOVERNMENT,CTPS,290000087,2019,717875.17
JOHNSON COUNTY GOVERNMENT,CTPS,290000087,2020,701316.87
JOHNSON COUNTY GOVERNMENT,CTPS,290000087,2021,762916.18
JOHNSONVILLE,MT,390004295,2006,981.75
JOHNSONVILLE,MT,390004295,2007,1299.84
JOHNSONVILLE,MT,390004295,2008,886.01
JOHNSONVILLE,MT,390004295,2009,845.7
JOHNSONVILLE,MT,390004295,2010,1306.25
JOHNSONVILLE,MT,390004295,2011,1457.02
JOHNSONVILLE,MT,390004295,2012,1172.07
JOHNSONVILLE,MT,390004295,2013,953.26
JOHNSONVILLE,MT,390004295,2014,192.31
JOHNSONVILLE,MT,390004295,2015,237.49
JOHNSONVILLE,MT,390004295,2016,435.56
JOHNSONVILLE,MT,390004295,2017,824.67
JOHNSONVILLE,MT,390004295,2018,492.76
JOHNSONVILLE,MT,390004295,2019,1010.06
JOHNSONVILLE,MT,390004295,2020,574.7
JOHNSONVILLE,MT,390004295,2021,879.01
JOHNSTON CITY,HMR,390004290,2012,70323.23
JOHNSTON CITY,HMR,390004290,2013,296700.61
JOHNSTON CITY,HMR,390004290,2014,287296.86
JOHNSTON CITY,HMR,390004290,2015,284425.55
JOHNSTON CITY,HMR,390004290,2016,258214.16
JOHNSTON CITY,HMR,390004290,2017,265563.45
JOHNSTON CITY,HMR,390004290,2018,273991.5
JOHNSTON CITY,HMR,390004290,2019,281487.04
JOHNSTON CITY,HMR,390004290,2020,259434.24
JOHNSTON CITY,HMR,390004290,2021,228164.11
JOHNSTON CITY,MT,390004290,2006,199464.41999999998
JOHNSTON CITY,MT,390004290,2007,231823.31
JOHNSTON CITY,MT,390004290,2008,217025.57
JOHNSTON CITY,MT,390004290,2009,225001.24000000002
JOHNSTON CITY,MT,390004290,2010,235354.4
JOHNSTON CITY,MT,390004290,2011,230379.19
JOHNSTON CITY,MT,390004290,2012,244871.23
JOHNSTON CITY,MT,390004290,2013,256872.85
JOHNSTON CITY,MT,390004290,2014,247226.16
JOHNSTON CITY,MT,390004290,2015,244053.15
JOHNSTON CITY,MT,390004290,2016,226464.5
JOHNSTON CITY,MT,390004290,2017,234747.29
JOHNSTON CITY,MT,390004290,2018,244608.63
JOHNSTON CITY,MT,390004290,2019,247877.12
JOHNSTON CITY,MT,390004290,2020,239584.05
JOHNSTON CITY,MT,390004290,2021,249092.02
JOLIET,HMR,390004300,2006,16149614.96
JOLIET,HMR,390004300,2007,17013774.45
JOLIET,HMR,390004300,2008,16124052.3
JOLIET,HMR,390004300,2009,15463890.89
JOLIET,HMR,390004300,2010,14796947.57
JOLIET,HMR,390004300,2011,15240769.81
JOLIET,HMR,390004300,2012,16682557.95
JOLIET,HMR,390004300,2013,22520715.68
JOLIET,HMR,390004300,2014,23148887.92
JOLIET,HMR,390004300,2015,24465429.46
JOLIET,HMR,390004300,2016,24663425.72
JOLIET,HMR,390004300,2017,24568532.04
JOLIET,HMR,390004300,2018,25640941.33
JOLIET,HMR,390004300,2019,25797327.46
JOLIET,HMR,390004300,2020,26039841.37
JOLIET,HMR,390004300,2021,26101763.97
JOLIET,MT,390004300,2006,18916498.16
JOLIET,MT,390004300,2007,20089297.79
JOLIET,MT,390004300,2008,19373750.04
JOLIET,MT,390004300,2009,18455981.36
JOLIET,MT,390004300,2010,17619626.19
JOLIET,MT,390004300,2011,18221820.18
JOLIET,MT,390004300,2012,18373951.06
JOLIET,MT,390004300,2013,19303911.75
JOLIET,MT,390004300,2014,19982399.4
JOLIET,MT,390004300,2015,21138534.87
JOLIET,MT,390004300,2016,21673734.2
JOLIET,MT,390004300,2017,21845709.3
JOLIET,MT,390004300,2018,22867329.18
JOLIET,MT,390004300,2019,22918998.69
JOLIET,MT,390004300,2020,23696244.31
JOLIET,MT,390004300,2021,23791536.24
JOLIET,MTART,390004300,2006,29006.420000000002
JOLIET,MTART,390004300,2007,30192.960000000003
JOLIET,MTART,390004300,2008,32548.329999999998
JOLIET,MTART,390004300,2009,26300.77
JOLIET,MTART,390004300,2010,25578.41
JOLIET,MTART,390004300,2011,31269.52
JOLIET,MTART,390004300,2012,31249.03
JOLIET,MTART,390004300,2013,25898.54
JOLIET,MTART,390004300,2014,28932.83
JOLIET,MTART,390004300,2015,35952.44
JOLIET,MTART,390004300,2016,40091.65
JOLIET,MTART,390004300,2017,40593.55
JOLIET,MTART,390004300,2018,42392.05
JOLIET,MTART,390004300,2019,45153.07
JOLIET,MTART,390004300,2020,39757.66
JOLIET,MTART,390004300,2021,36858.31
JONESBORO,MT,390004310,2006,119338.31
JONESBORO,MT,390004310,2007,109638.53
JONESBORO,MT,390004310,2008,117392.1
JONESBORO,MT,390004310,2009,121754
JONESBORO,MT,390004310,2010,124609.58
JONESBORO,MT,390004310,2011,115995.52
JONESBORO,MT,390004310,2012,123241.55
JONESBORO,MT,390004310,2013,118029.88
JONESBORO,MT,390004310,2014,124048.4
JONESBORO,MT,390004310,2015,126988.83
JONESBORO,MT,390004310,2016,123457.31
JONESBORO,MT,390004310,2017,121655.63
JONESBORO,MT,390004310,2018,122024.21
JONESBORO,MT,390004310,2019,104458.68
JONESBORO,MT,390004310,2020,108599.19
JONESBORO,MT,390004310,2021,115271.04
JOPPA,MT,390004320,2006,5201.78
JOPPA,MT,390004320,2007,5515.610000000001
JOPPA,MT,390004320,2008,5539.1
JOPPA,MT,390004320,2009,4435.01
JOPPA,MT,390004320,2010,7573.610000000001
JOPPA,MT,390004320,2011,1870.6799999999998
JOPPA,MT,390004320,2012,7607.39
JOPPA,MT,390004320,2013,8925.65
JOPPA,MT,390004320,2014,196619.7
JOPPA,MT,390004320,2015,4640.83
JOPPA,MT,390004320,2016,3662.14
JOPPA,MT,390004320,2017,1776.37
JOPPA,MT,390004320,2018,1662.25
JOPPA,MT,390004320,2019,2135.83
JOPPA,MT,390004320,2020,2367.12
JOPPA,MT,390004320,2021,3653.5
JOY,MT,390004330,2006,20311.62
JOY,MT,390004330,2007,22755.629999999997
JOY,MT,390004330,2008,19984.980000000003
JOY,MT,390004330,2009,17743.54
JOY,MT,390004330,2010,17065.84
JOY,MT,390004330,2011,20422.89
JOY,MT,390004330,2012,16581.66
JOY,MT,390004330,2013,15410.56
JOY,MT,390004330,2014,15017.04
JOY,MT,390004330,2015,16305.69
JOY,MT,390004330,2016,16589.86
JOY,MT,390004330,2017,16379.65
JOY,MT,390004330,2018,13616
JOY,MT,390004330,2019,15060.08
JOY,MT,390004330,2020,14554.14
JOY,MT,390004330,2021,12619.79
JUNCTION,MT,390004339,2006,1604.23
JUNCTION,MT,390004339,2007,1159.91
JUNCTION,MT,390004339,2008,4007.53
JUNCTION,MT,390004339,2009,3037.73
JUNCTION,MT,390004339,2010,3413.73
JUNCTION,MT,390004339,2011,1067.71
JUNCTION,MT,390004339,2012,1286.27
JUNCTION,MT,390004339,2013,2835.08
JUNCTION,MT,390004339,2014,1247.97
JUNCTION,MT,390004339,2015,903.21
JUNCTION,MT,390004339,2016,736.87
JUNCTION,MT,390004339,2017,1301.28
JUNCTION,MT,390004339,2018,100.24
JUNCTION,MT,390004339,2019,945.79
JUNCTION,MT,390004339,2020,285.02
JUNCTION,MT,390004339,2021,299.88
JUNCTION CITY,MT,390004340,2006,4524.28
JUNCTION CITY,MT,390004340,2007,3238.59
JUNCTION CITY,MT,390004340,2008,3467.64
JUNCTION CITY,MT,390004340,2009,5022.03
JUNCTION CITY,MT,390004340,2010,5377.52
JUNCTION CITY,MT,390004340,2011,3414.14
JUNCTION CITY,MT,390004340,2012,1887.16
JUNCTION CITY,MT,390004340,2013,3338.57
JUNCTION CITY,MT,390004340,2014,2606.11
JUNCTION CITY,MT,390004340,2015,2987
JUNCTION CITY,MT,390004340,2016,3543.61
JUNCTION CITY,MT,390004340,2017,2743.05
JUNCTION CITY,MT,390004340,2018,2418.83
JUNCTION CITY,MT,390004340,2019,6214.65
JUNCTION CITY,MT,390004340,2020,2584.01
JUNCTION CITY,MT,390004340,2021,6400.48
JUSTICE,MMFT,390004358,2021,43730.93
JUSTICE,MT,390004358,2006,304296.41000000003
JUSTICE,MT,390004358,2007,327056.41000000003
JUSTICE,MT,390004358,2008,335341.83
JUSTICE,MT,390004358,2009,308517.13
JUSTICE,MT,390004358,2010,271572.64999999997
JUSTICE,MT,390004358,2011,306797.13999999996
JUSTICE,MT,390004358,2012,331156.35
JUSTICE,MT,390004358,2013,328333.49
JUSTICE,MT,390004358,2014,330355.72
JUSTICE,MT,390004358,2015,365237.35
JUSTICE,MT,390004358,2016,362735.33
JUSTICE,MT,390004358,2017,353069.83
JUSTICE,MT,390004358,2018,344368
JUSTICE,MT,390004358,2019,345338.42
JUSTICE,MT,390004358,2020,365290.73
JUSTICE,MT,390004358,2021,504615.95
KAMPSVILLE,MT,390004360,2006,15555
KAMPSVILLE,MT,390004360,2007,14648.710000000001
KAMPSVILLE,MT,390004360,2008,15094.12
KAMPSVILLE,MT,390004360,2009,12629.34
KAMPSVILLE,MT,390004360,2010,12711.78
KAMPSVILLE,MT,390004360,2011,11406.949999999999
KAMPSVILLE,MT,390004360,2012,13621.88
KAMPSVILLE,MT,390004360,2013,11124.11
KAMPSVILLE,MT,390004360,2014,8812.2
KAMPSVILLE,MT,390004360,2015,10314.05
KAMPSVILLE,MT,390004360,2016,8301.41
KAMPSVILLE,MT,390004360,2017,8288.81
KAMPSVILLE,MT,390004360,2018,3354.3
KAMPSVILLE,MT,390004360,2019,6242.42
KAMPSVILLE,MT,390004360,2020,4275.11
KAMPSVILLE,MT,390004360,2021,8217.84
KANE,MT,390004370,2006,12457.43
KANE,MT,390004370,2007,9003.78
KANE,MT,390004370,2008,9346.68
KANE,MT,390004370,2009,5584.38
KANE,MT,390004370,2010,2952.22
KANE,MT,390004370,2011,4569.78
KANE,MT,390004370,2012,3548.19
KANE,MT,390004370,2013,4986.64
KANE,MT,390004370,2014,5386.69
KANE,MT,390004370,2015,3708.86
KANE,MT,390004370,2016,3802.41
KANE,MT,390004370,2017,4286
KANE,MT,390004370,2018,3268.63
KANE,MT,390004370,2019,7441.76
KANE,MT,390004370,2020,1200.43
KANE,MT,390004370,2021,6639.94
KANE COUNTY GOVERNMENT,CST,290000089,2006,12767038.6
KANE COUNTY GOVERNMENT,CST,290000089,2007,13049891.68
KANE COUNTY GOVERNMENT,CST,290000089,2008,12814845.4
KANE COUNTY GOVERNMENT,CST,290000089,2009,11634537.350000001
KANE COUNTY GOVERNMENT,CST,290000089,2010,10746741.81
KANE COUNTY GOVERNMENT,CST,290000089,2011,11474861.709999999
KANE COUNTY GOVERNMENT,CST,290000089,2012,12035270.91
KANE COUNTY GOVERNMENT,CST,290000089,2013,12228572.07
KANE COUNTY GOVERNMENT,CST,290000089,2014,12664840.58
KANE COUNTY GOVERNMENT,CST,290000089,2015,13353375.63
KANE COUNTY GOVERNMENT,CST,290000089,2016,13805262.17
KANE COUNTY GOVERNMENT,CST,290000089,2017,14148070.51
KANE COUNTY GOVERNMENT,CST,290000089,2018,14693418.18
KANE COUNTY GOVERNMENT,CST,290000089,2019,14927238.28
KANE COUNTY GOVERNMENT,CST,290000089,2020,14753857.14
KANE COUNTY GOVERNMENT,CST,290000089,2021,14802597.64
KANE COUNTY GOVERNMENT,CT,290000089,2006,2395287.7800000003
KANE COUNTY GOVERNMENT,CT,290000089,2007,2359265.42
KANE COUNTY GOVERNMENT,CT,290000089,2008,2050149.56
KANE COUNTY GOVERNMENT,CT,290000089,2009,1776265.73
KANE COUNTY GOVERNMENT,CT,290000089,2010,1354983.8
KANE COUNTY GOVERNMENT,CT,290000089,2011,1294265.2
KANE COUNTY GOVERNMENT,CT,290000089,2012,1591322.39
KANE COUNTY GOVERNMENT,CT,290000089,2013,1460108.78
KANE COUNTY GOVERNMENT,CT,290000089,2014,1660950.53
KANE COUNTY GOVERNMENT,CT,290000089,2015,1773666.6
KANE COUNTY GOVERNMENT,CT,290000089,2016,1686360.13
KANE COUNTY GOVERNMENT,CT,290000089,2017,1757081.66
KANE COUNTY GOVERNMENT,CT,290000089,2018,1770689.12
KANE COUNTY GOVERNMENT,CT,290000089,2019,1728284.76
KANE COUNTY GOVERNMENT,CT,290000089,2020,1674007.53
KANE COUNTY GOVERNMENT,CT,290000089,2021,1816590.33
KANE COUNTY GOVERNMENT,CTRTA,290000089,2009,14123330.68
KANE COUNTY GOVERNMENT,CTRTA,290000089,2010,13348459.09
KANE COUNTY GOVERNMENT,CTRTA,290000089,2011,14077063.729999999
KANE COUNTY GOVERNMENT,CTRTA,290000089,2012,14783116.2
KANE COUNTY GOVERNMENT,CTRTA,290000089,2013,15016151.72
KANE COUNTY GOVERNMENT,CTRTA,290000089,2014,15534101.06
KANE COUNTY GOVERNMENT,CTRTA,290000089,2015,16430369.91
KANE COUNTY GOVERNMENT,CTRTA,290000089,2016,16986203.79
KANE COUNTY GOVERNMENT,CTRTA,290000089,2017,17437075.09
KANE COUNTY GOVERNMENT,CTRTA,290000089,2018,17729331.52
KANE COUNTY GOVERNMENT,CTRTA,290000089,2019,18185824.6
KANE COUNTY GOVERNMENT,CTRTA,290000089,2020,18364434.5
KANE COUNTY GOVERNMENT,CTRTA,290000089,2021,18669305.17
KANE COUNTY GOVERNMENT (CMFT),CMFT,290000089,2006,5152863.41
KANE COUNTY GOVERNMENT (CMFT),CMFT,290000089,2007,4499462.09
KANE COUNTY GOVERNMENT (CMFT),CMFT,290000089,2008,8653205.56
KANE COUNTY GOVERNMENT (CMFT),CMFT,290000089,2009,8387445.96
KANE COUNTY GOVERNMENT (CMFT),CMFT,290000089,2010,8269879.21
KANE COUNTY GOVERNMENT (CMFT),CMFT,290000089,2011,8561388.209999999
KANE COUNTY GOVERNMENT (CMFT),CMFT,290000089,2012,8486761.43
KANE COUNTY GOVERNMENT (CMFT),CMFT,290000089,2013,9178201.94
KANE COUNTY GOVERNMENT (CMFT),CMFT,290000089,2014,8957232.63
KANE COUNTY GOVERNMENT (CMFT),CMFT,290000089,2015,8922536.54
KANE COUNTY GOVERNMENT (CMFT),CMFT,290000089,2016,9413088.58
KANE COUNTY GOVERNMENT (CMFT),CMFT,290000089,2017,9536895.09
KANE COUNTY GOVERNMENT (CMFT),CMFT,290000089,2018,9971309.82
KANE COUNTY GOVERNMENT (CMFT),CMFT,290000089,2019,9627478.61
KANE COUNTY GOVERNMENT (CMFT),CMFT,290000089,2020,9279032.87
KANE COUNTY GOVERNMENT (CMFT),CMFT,290000089,2021,8196277.26
KANEVILLE,MT,290000089,2007,8172.45
KANEVILLE,MT,290000089,2008,21024.280000000002
KANEVILLE,MT,290000089,2009,13732.3
KANEVILLE,MT,290000089,2010,11295.47
KANEVILLE,MT,290000089,2011,8297.57
KANEVILLE,MT,290000089,2012,7382.51
KANEVILLE,MT,290000089,2013,6541.54
KANEVILLE,MT,NA,2014,9776.01
KANEVILLE,MT,NA,2015,12143.11
KANEVILLE,MT,NA,2016,13446.52
KANEVILLE,MT,NA,2017,13816.12
KANEVILLE,MT,NA,2018,14021.62
KANEVILLE,MT,NA,2019,13215.62
KANEVILLE,MT,NA,2020,15172.41
KANEVILLE,MT,NA,2021,16108.23
KANGLEY,MT,390004373,2017,1641.84
KANGLEY,MT,390004373,2018,1950.79
KANGLEY,MT,390004373,2019,1826.05
KANGLEY,MT,390004373,2020,2038.02
KANGLEY,MT,390004373,2021,4060.31
KANGLEY,MT,390004375,2006,1661.6499999999999
KANGLEY,MT,390004375,2007,1197.5
KANGLEY,MT,390004375,2008,996.8599999999999
KANGLEY,MT,390004375,2009,1721.79
KANGLEY,MT,390004375,2010,2542.07
KANGLEY,MT,390004375,2011,1954.93
KANGLEY,MT,390004375,2012,1633.94
KANGLEY,MT,390004375,2013,1757.37
KANGLEY,MT,390004375,2014,1974.58
KANGLEY,MT,390004375,2015,1665.62
KANGLEY,MT,390004375,2016,1655.7
KANKAKEE,HMR,390004385,2019,4380440.29
KANKAKEE,HMR,390004385,2020,4529039.61
KANKAKEE,HMR,390004385,2021,4456619.22
KANKAKEE,MT,390004380,2006,24046771.36
KANKAKEE,MT,390004380,2007,25689231.69
KANKAKEE,MT,390004380,2008,25163807.93
KANKAKEE,MT,390004380,2009,24542889.9
KANKAKEE,MT,390004380,2010,21607803.55
KANKAKEE,MT,390004380,2011,19755094.16
KANKAKEE,MT,390004385,2012,19571056.61
KANKAKEE,MT,390004385,2013,18092158.44
KANKAKEE,MT,390004385,2014,18772193.04
KANKAKEE,MT,390004385,2015,6722471.57
KANKAKEE,MT,390004385,2016,5946360
KANKAKEE,MT,390004385,2017,3895836.22
KANKAKEE,MT,390004385,2018,3794485.67
KANKAKEE,MT,390004385,2019,4018273.07
KANKAKEE,MT,390004385,2020,3398229.21
KANKAKEE,MT,390004385,2021,3279505.42
KANKAKEE,MTART,390004380,2006,182.26999999999998
KANKAKEE,MTART,390004380,2007,140.49
KANKAKEE,MTART,390004380,2008,83.78
KANKAKEE,MTART,390004380,2009,0.99
KANKAKEE,MTART,390004380,2010,0.99
KANKAKEE,MTART,390004380,2011,2.96
KANKAKEE,MTART,390004385,2012,9.84
KANKAKEE,MTART,390004385,2015,20.66
KANKAKEE,MTART,390004385,2016,11.8
KANKAKEE,MTART,390004385,2019,46.25
KANKAKEE,MTART,390004385,2020,134.99
KANKAKEE,MTART,390004385,2021,155.96
KANKAKEE COUNTY GOVERNMENT,CST,290000091,2006,7623556.76
KANKAKEE COUNTY GOVERNMENT,CST,290000091,2007,7718527.58
KANKAKEE COUNTY GOVERNMENT,CST,290000091,2008,7951974.84
KANKAKEE COUNTY GOVERNMENT,CST,290000091,2009,7361790.2
KANKAKEE COUNTY GOVERNMENT,CST,290000091,2010,6422151.55
KANKAKEE COUNTY GOVERNMENT,CST,290000091,2011,6750734.53
KANKAKEE COUNTY GOVERNMENT,CST,290000091,2012,6530661.47
KANKAKEE COUNTY GOVERNMENT,CST,290000091,2013,6448664.67
KANKAKEE COUNTY GOVERNMENT,CST,290000091,2014,6409027.21
KANKAKEE COUNTY GOVERNMENT,CST,290000091,2015,4148405.18
KANKAKEE COUNTY GOVERNMENT,CST,290000091,2016,3499997.32
KANKAKEE COUNTY GOVERNMENT,CST,290000091,2017,3232926.77
KANKAKEE COUNTY GOVERNMENT,CST,290000091,2018,3480306.37
KANKAKEE COUNTY GOVERNMENT,CST,290000091,2019,3582289.64
KANKAKEE COUNTY GOVERNMENT,CST,290000091,2020,3292465.3
KANKAKEE COUNTY GOVERNMENT,CST,290000091,2021,3504009.13
KANKAKEE COUNTY GOVERNMENT,CT,290000091,2006,899144.05
KANKAKEE COUNTY GOVERNMENT,CT,290000091,2007,803190.56
KANKAKEE COUNTY GOVERNMENT,CT,290000091,2008,791311.59
KANKAKEE COUNTY GOVERNMENT,CT,290000091,2009,994232.61
KANKAKEE COUNTY GOVERNMENT,CT,290000091,2010,831827.4
KANKAKEE COUNTY GOVERNMENT,CT,290000091,2011,780756.9400000001
KANKAKEE COUNTY GOVERNMENT,CT,290000091,2012,759053.7
KANKAKEE COUNTY GOVERNMENT,CT,290000091,2013,688137.44
KANKAKEE COUNTY GOVERNMENT,CT,290000091,2014,831345.07
KANKAKEE COUNTY GOVERNMENT,CT,290000091,2015,1079032.6
KANKAKEE COUNTY GOVERNMENT,CT,290000091,2016,781276.09
KANKAKEE COUNTY GOVERNMENT,CT,290000091,2017,923862.05
KANKAKEE COUNTY GOVERNMENT,CT,290000091,2018,1078110.98
KANKAKEE COUNTY GOVERNMENT,CT,290000091,2019,1074633.89
KANKAKEE COUNTY GOVERNMENT,CT,290000091,2020,1000422.54
KANKAKEE COUNTY GOVERNMENT,CT,290000091,2021,967292.62
KANSAS,MT,390004390,2006,40461.52
KANSAS,MT,390004390,2007,36530.950000000004
KANSAS,MT,390004390,2008,46985.71
KANSAS,MT,390004390,2009,54205.87
KANSAS,MT,390004390,2010,33499.840000000004
KANSAS,MT,390004390,2011,33259.850000000006
KANSAS,MT,390004390,2012,34349.64
KANSAS,MT,390004390,2013,39045.46
KANSAS,MT,390004390,2014,32043.93
KANSAS,MT,390004390,2015,35766.35
KANSAS,MT,390004390,2016,41360.27
KANSAS,MT,390004390,2017,33783.8
KANSAS,MT,390004390,2018,33670.44
KANSAS,MT,390004390,2019,37488.78
KANSAS,MT,390004390,2020,37364.9
KANSAS,MT,390004390,2021,45578.59
KAPPA,MT,390004395,2006,9134.11
KAPPA,MT,390004395,2007,12763.02
KAPPA,MT,390004395,2008,11835.94
KAPPA,MT,390004395,2009,7318.06
KAPPA,MT,390004395,2010,6686.1900000000005
KAPPA,MT,390004395,2011,7452.79
KAPPA,MT,390004395,2012,7479.82
KAPPA,MT,390004395,2013,7091.77
KAPPA,MT,390004395,2014,5691.72
KAPPA,MT,390004395,2015,5578.18
KAPPA,MT,390004395,2016,5608
KAPPA,MT,390004395,2017,5226.73
KAPPA,MT,390004395,2018,6014.59
KAPPA,MT,390004395,2019,6233.63
KAPPA,MT,390004395,2020,4911.16
KAPPA,MT,390004395,2021,3475.23
KARNAK,MT,390004400,2006,12862.78
KARNAK,MT,390004400,2007,15432.96
KARNAK,MT,390004400,2008,17415.34
KARNAK,MT,390004400,2009,12841.41
KARNAK,MT,390004400,2010,12982.220000000001
KARNAK,MT,390004400,2011,13638.7
KARNAK,MT,390004400,2012,13405.95
KARNAK,MT,390004400,2013,13238.45
KARNAK,MT,390004400,2014,12750.15
KARNAK,MT,390004400,2015,12307.13
KARNAK,MT,390004400,2016,15509.5
KARNAK,MT,390004400,2017,12779.65
KARNAK,MT,390004400,2018,12743.8
KARNAK,MT,390004400,2019,11079
KARNAK,MT,390004400,2020,16137.55
KARNAK,MT,390004400,2021,28178.8
KASKASKIA,MT,390004402,2007,183
KASKASKIA,MT,390004402,2008,4.24
KASKASKIA,MT,390004402,2017,8.81
KASKASKIA,MT,390004402,2018,0
KASKASKIA,MT,390004402,2020,525.28
KASKASKIA,MT,390004402,2021,168.26
KEENES,MT,390004408,2006,616.07
KEENES,MT,390004408,2007,812.92
KEENES,MT,390004408,2008,783.06
KEENES,MT,390004408,2009,2069.3300000000004
KEENES,MT,390004408,2010,241.56
KEENES,MT,390004408,2011,206.63
KEENES,MT,390004408,2012,652.78
KEENES,MT,390004408,2013,824.25
KEENES,MT,390004408,2014,552.45
KEENES,MT,390004408,2015,183.17
KEENES,MT,390004408,2016,90.49
KEENES,MT,390004408,2017,384.18
KEENES,MT,390004408,2018,269.93
KEENES,MT,390004408,2019,316.17
KEENES,MT,390004408,2020,68.35
KEENES,MT,390004408,2021,422.87
KEENSBURG,MT,390004410,2006,741.93
KEENSBURG,MT,390004410,2007,1106.61
KEENSBURG,MT,390004410,2008,1321.78
KEENSBURG,MT,390004410,2009,766.88
KEENSBURG,MT,390004410,2010,1528.3899999999999
KEENSBURG,MT,390004410,2011,951.6700000000001
KEENSBURG,MT,390004410,2012,622.83
KEENSBURG,MT,390004410,2013,863.8
KEENSBURG,MT,390004410,2014,1301.89
KEENSBURG,MT,390004410,2015,581.73
KEENSBURG,MT,390004410,2016,9306.62
KEENSBURG,MT,390004410,2017,28744.49
KEENSBURG,MT,390004410,2018,24839.37
KEENSBURG,MT,390004410,2019,24974.1
KEENSBURG,MT,390004410,2020,19689.55
KEENSBURG,MT,390004410,2021,33567.31
KEITHSBURG,MT,390004420,2006,21409.09
KEITHSBURG,MT,390004420,2007,21613.980000000003
KEITHSBURG,MT,390004420,2008,24014.25
KEITHSBURG,MT,390004420,2009,21617.57
KEITHSBURG,MT,390004420,2010,23668.21
KEITHSBURG,MT,390004420,2011,21687.9
KEITHSBURG,MT,390004420,2012,25115.49
KEITHSBURG,MT,390004420,2013,25076.91
KEITHSBURG,MT,390004420,2014,24644.3
KEITHSBURG,MT,390004420,2015,26633.05
KEITHSBURG,MT,390004420,2016,26398.73
KEITHSBURG,MT,390004420,2017,26258.77
KEITHSBURG,MT,390004420,2018,27539.23
KEITHSBURG,MT,390004420,2019,27820.88
KEITHSBURG,MT,390004420,2020,23725.07
KEITHSBURG,MT,390004420,2021,24716.06
KELL,MT,390004426,2006,2626.01
KELL,MT,390004426,2007,4632.24
KELL,MT,390004426,2008,2103.3500000000004
KELL,MT,390004426,2009,3097.54
KELL,MT,390004426,2010,2891.4
KELL,MT,390004426,2011,2424.24
KELL,MT,390004426,2012,2544.2
KELL,MT,390004426,2013,2311.88
KELL,MT,390004426,2014,2832.05
KELL,MT,390004426,2015,1450.95
KELL,MT,390004426,2016,2216.56
KELL,MT,390004426,2017,2761.56
KELL,MT,390004426,2018,1324.31
KELL,MT,390004426,2019,985.67
KELL,MT,390004426,2020,760.61
KELL,MT,390004426,2021,1534.37
KEMPTON,MT,390004425,2006,20882.149999999998
KEMPTON,MT,390004425,2007,17211.19
KEMPTON,MT,390004425,2008,3080.94
KEMPTON,MT,390004425,2009,2294.8
KEMPTON,MT,390004425,2010,2669.42
KEMPTON,MT,390004425,2011,2415.51
KEMPTON,MT,390004425,2012,1408.18
KEMPTON,MT,390004425,2013,1470.96
KEMPTON,MT,390004425,2014,2080.16
KEMPTON,MT,390004425,2015,3013.09
