local_gov,tax_type,vendor_num,fy_year,fy_total
ANCHOR,MT,390000198,2010,623.93
ANCHOR,MT,390000198,2011,338.08
ANCHOR,MT,390000198,2012,924.2
ANCHOR,MT,390000198,2013,232.73
ANCHOR,MT,390000198,2014,251.47
ANCHOR,MT,390000198,2015,360.77
ANCHOR,MT,390000198,2016,624.19
ANCHOR,MT,390000198,2017,628.68
ANCHOR,MT,390000198,2018,801.54
ANCHOR,MT,390000198,2019,335.66
ANCHOR,MT,390000198,2020,403.79
ANCHOR,MT,390000198,2021,654.6
ANDALUSIA,MT,390000200,2006,51069.119999999995
ANDALUSIA,MT,390000200,2007,52931.53
ANDALUSIA,MT,390000200,2008,62167.59
ANDALUSIA,MT,390000200,2009,57189.759999999995
ANDALUSIA,MT,390000200,2010,61186.07
ANDALUSIA,MT,390000200,2011,61017.850000000006
ANDALUSIA,MT,390000200,2012,55241.46
ANDALUSIA,MT,390000200,2013,59076.38
ANDALUSIA,MT,390000200,2014,60030.07
ANDALUSIA,MT,390000200,2015,56732.15
ANDALUSIA,MT,390000200,2016,63151.61
ANDALUSIA,MT,390000200,2017,73267.16
ANDALUSIA,MT,390000200,2018,72695.53
ANDALUSIA,MT,390000200,2019,80253.04
ANDALUSIA,MT,390000200,2020,78289.57
ANDALUSIA,MT,390000200,2021,80206.08
ANDOVER,MT,390000205,2006,18481.56
ANDOVER,MT,390000205,2007,21522.23
ANDOVER,MT,390000205,2008,23207.7
ANDOVER,MT,390000205,2009,21834.440000000002
ANDOVER,MT,390000205,2010,21216.52
ANDOVER,MT,390000205,2011,23936.56
ANDOVER,MT,390000205,2012,26351.89
ANDOVER,MT,390000205,2013,27394.96
ANDOVER,MT,390000205,2014,28036.52
ANDOVER,MT,390000205,2015,27020.44
ANDOVER,MT,390000205,2016,24217.27
ANDOVER,MT,390000205,2017,24483.47
ANDOVER,MT,390000205,2018,25844.21
ANDOVER,MT,390000205,2019,29689.6
ANDOVER,MT,390000205,2020,28744.35
ANDOVER,MT,390000205,2021,27921.76
ANNA,MT,390000210,2006,1091633.1
ANNA,MT,390000210,2007,1127183.34
ANNA,MT,390000210,2008,1124301.6600000001
ANNA,MT,390000210,2009,1118244.21
ANNA,MT,390000210,2010,1219842.33
ANNA,MT,390000210,2011,1183327.3
ANNA,MT,390000210,2012,1220648.31
ANNA,MT,390000210,2013,1212224.18
ANNA,MT,390000210,2014,1224291.06
ANNA,MT,390000210,2015,1229620.35
ANNA,MT,390000210,2016,1264591.25
ANNA,MT,390000210,2017,1260410.74
ANNA,MT,390000210,2018,1306865.12
ANNA,MT,390000210,2019,1378173.82
ANNA,MT,390000210,2020,1433407.17
ANNA,MT,390000210,2021,1592841.26
ANNAWAN,MT,390000220,2006,69762.98
ANNAWAN,MT,390000220,2007,77010.87000000001
ANNAWAN,MT,390000220,2008,99488.54
ANNAWAN,MT,390000220,2009,77248.97
ANNAWAN,MT,390000220,2010,86679.79
ANNAWAN,MT,390000220,2011,94350.88
ANNAWAN,MT,390000220,2012,117624.39
ANNAWAN,MT,390000220,2013,94381.75
ANNAWAN,MT,390000220,2014,89068.34
ANNAWAN,MT,390000220,2015,79994.69
ANNAWAN,MT,390000220,2016,104725.92
ANNAWAN,MT,390000220,2017,90666.92
ANNAWAN,MT,390000220,2018,100172.04
ANNAWAN,MT,390000220,2019,106720.58
ANNAWAN,MT,390000220,2020,95923.25
ANNAWAN,MT,390000220,2021,97787.29
ANTIOCH,MT,390000230,2006,2815675.82
ANTIOCH,MT,390000230,2007,3001455.21
ANTIOCH,MT,390000230,2008,3409703.24
ANTIOCH,MT,390000230,2009,3287522.2800000003
ANTIOCH,MT,390000230,2010,3159482.11
ANTIOCH,MT,390000230,2011,3126478.8899999997
ANTIOCH,MT,390000230,2012,3229337.59
ANTIOCH,MT,390000230,2013,3338812.11
ANTIOCH,MT,390000230,2014,3521259.7
ANTIOCH,MT,390000230,2015,3801580.41
ANTIOCH,MT,390000230,2016,3927622.69
ANTIOCH,MT,390000230,2017,3902429.29
ANTIOCH,MT,390000230,2018,3961292.27
ANTIOCH,MT,390000230,2019,3992770.73
ANTIOCH,MT,390000230,2020,4106869.78
ANTIOCH,MT,390000230,2021,4376308.25
ANTIOCH,MTART,390000230,2006,7499.1900000000005
ANTIOCH,MTART,390000230,2007,7692.160000000001
ANTIOCH,MTART,390000230,2008,7349.94
ANTIOCH,MTART,390000230,2009,6669.24
ANTIOCH,MTART,390000230,2010,5945.820000000001
ANTIOCH,MTART,390000230,2011,6978.04
ANTIOCH,MTART,390000230,2012,7050.6
ANTIOCH,MTART,390000230,2013,6751.28
ANTIOCH,MTART,390000230,2014,8426.34
ANTIOCH,MTART,390000230,2015,9811.02
ANTIOCH,MTART,390000230,2016,9042.55
ANTIOCH,MTART,390000230,2017,9554.43
ANTIOCH,MTART,390000230,2018,8762.67
ANTIOCH,MTART,390000230,2019,10735.45
ANTIOCH,MTART,390000230,2020,9116.47
ANTIOCH,MTART,390000230,2021,5084.62
APPLE RIVER,MT,390000240,2006,18160.9
APPLE RIVER,MT,390000240,2007,16929.86
APPLE RIVER,MT,390000240,2008,22920.18
APPLE RIVER,MT,390000240,2009,20223.35
APPLE RIVER,MT,390000240,2010,17545.53
APPLE RIVER,MT,390000240,2011,18194.62
APPLE RIVER,MT,390000240,2012,15533.59
APPLE RIVER,MT,390000240,2013,9138.01
APPLE RIVER,MT,390000240,2014,7816.69
APPLE RIVER,MT,390000240,2015,8613.53
APPLE RIVER,MT,390000240,2016,9753.45
APPLE RIVER,MT,390000240,2017,8479.64
APPLE RIVER,MT,390000240,2018,15630.32
APPLE RIVER,MT,390000240,2019,18364.6
APPLE RIVER,MT,390000240,2020,15487.7
APPLE RIVER,MT,390000240,2021,19174.18
ARCOLA,MT,390000250,2006,273551.02
ARCOLA,MT,390000250,2007,265060.26
ARCOLA,MT,390000250,2008,256212.94999999998
ARCOLA,MT,390000250,2009,289602.35
ARCOLA,MT,390000250,2010,235676.1
ARCOLA,MT,390000250,2011,251868.02
ARCOLA,MT,390000250,2012,277820.03
ARCOLA,MT,390000250,2013,273075.71
ARCOLA,MT,390000250,2014,271528.82
ARCOLA,MT,390000250,2015,259107.34
ARCOLA,MT,390000250,2016,244916.01
ARCOLA,MT,390000250,2017,225275.65
ARCOLA,MT,390000250,2018,230819.68
ARCOLA,MT,390000250,2019,243851.68
ARCOLA,MT,390000250,2020,242117.21
ARCOLA,MT,390000250,2021,253567.57
ARCOLA,NHMR,390000250,2006,102191.73
ARCOLA,NHMR,390000250,2007,95926.92
ARCOLA,NHMR,390000250,2008,100312.76
ARCOLA,NHMR,390000250,2009,110735.11
ARCOLA,NHMR,390000250,2010,90079.48
ARCOLA,NHMR,390000250,2011,94778.56
ARCOLA,NHMR,390000250,2012,103829.66
ARCOLA,NHMR,390000250,2013,103551.89
ARCOLA,NHMR,390000250,2014,106955.33
ARCOLA,NHMR,390000250,2015,105727.65
ARCOLA,NHMR,390000250,2016,103716.77
ARCOLA,NHMR,390000250,2017,94862.3
ARCOLA,NHMR,390000250,2018,99060.8
ARCOLA,NHMR,390000250,2019,106350.14
ARCOLA,NHMR,390000250,2020,107849.11
ARCOLA,NHMR,390000250,2021,112857.22
ARENZVILLE,MT,390000260,2006,26747.89
ARENZVILLE,MT,390000260,2007,25018.66
ARENZVILLE,MT,390000260,2008,25046.97
ARENZVILLE,MT,390000260,2009,25030.49
ARENZVILLE,MT,390000260,2010,23255.780000000002
ARENZVILLE,MT,390000260,2011,25112.47
ARENZVILLE,MT,390000260,2012,26383.05
ARENZVILLE,MT,390000260,2013,23986.43
ARENZVILLE,MT,390000260,2014,25619.04
ARENZVILLE,MT,390000260,2015,23885.99
ARENZVILLE,MT,390000260,2016,21292.02
ARENZVILLE,MT,390000260,2017,18774.09
ARENZVILLE,MT,390000260,2018,20609.27
ARENZVILLE,MT,390000260,2019,20373.85
ARENZVILLE,MT,390000260,2020,20916.69
ARENZVILLE,MT,390000260,2021,23811.27
ARGENTA,MT,390000270,2006,27928.58
ARGENTA,MT,390000270,2007,30336.47
ARGENTA,MT,390000270,2008,35460.55
ARGENTA,MT,390000270,2009,31459.629999999997
ARGENTA,MT,390000270,2010,24742.780000000002
ARGENTA,MT,390000270,2011,34731.55
ARGENTA,MT,390000270,2012,40851.49
ARGENTA,MT,390000270,2013,39234.78
ARGENTA,MT,390000270,2014,37458.83
ARGENTA,MT,390000270,2015,35471.72
ARGENTA,MT,390000270,2016,36498.8
ARGENTA,MT,390000270,2017,33565.88
ARGENTA,MT,390000270,2018,37471.76
ARGENTA,MT,390000270,2019,38542.13
ARGENTA,MT,390000270,2020,38698.26
ARGENTA,MT,390000270,2021,38454.62
ARLINGTON,MT,390000279,2006,2195.94
ARLINGTON,MT,390000279,2007,2018.2
ARLINGTON,MT,390000279,2008,2305.69
ARLINGTON,MT,390000279,2009,1115.07
ARLINGTON,MT,390000279,2010,612.8
ARLINGTON,MT,390000279,2011,1419.11
ARLINGTON,MT,390000279,2012,1070.32
ARLINGTON,MT,390000279,2013,494.32
ARLINGTON,MT,390000279,2014,2850.19
ARLINGTON,MT,390000279,2015,1090.43
ARLINGTON,MT,390000279,2016,1430.59
ARLINGTON,MT,390000279,2017,1309.28
ARLINGTON,MT,390000279,2018,1253.4
ARLINGTON,MT,390000279,2019,2053.64
ARLINGTON,MT,390000279,2020,2072.96
ARLINGTON,MT,390000279,2021,11220.71
ARLINGTON HEIGHTS,HMR,390000280,2006,5815356.24
ARLINGTON HEIGHTS,HMR,390000280,2007,5983809.34
ARLINGTON HEIGHTS,HMR,390000280,2008,5777169.33
ARLINGTON HEIGHTS,HMR,390000280,2009,5284803.84
ARLINGTON HEIGHTS,HMR,390000280,2010,5051756.23
ARLINGTON HEIGHTS,HMR,390000280,2011,6571679.430000001
ARLINGTON HEIGHTS,HMR,390000280,2012,6814181.56
ARLINGTON HEIGHTS,HMR,390000280,2013,6648195.09
ARLINGTON HEIGHTS,HMR,390000280,2014,6945810.37
ARLINGTON HEIGHTS,HMR,390000280,2015,7278633.44
ARLINGTON HEIGHTS,HMR,390000280,2016,7157337.61
ARLINGTON HEIGHTS,HMR,390000280,2017,6929360.46
ARLINGTON HEIGHTS,HMR,390000280,2018,6865971.08
ARLINGTON HEIGHTS,HMR,390000280,2019,7177682.26
ARLINGTON HEIGHTS,HMR,390000280,2020,7047340.32
ARLINGTON HEIGHTS,HMR,390000280,2021,6483183.82
ARLINGTON HEIGHTS,MT,390000280,2006,11104973.92
ARLINGTON HEIGHTS,MT,390000280,2007,11246305.51
ARLINGTON HEIGHTS,MT,390000280,2008,11090209.729999999
ARLINGTON HEIGHTS,MT,390000280,2009,10496148.350000001
ARLINGTON HEIGHTS,MT,390000280,2010,9695879.48
ARLINGTON HEIGHTS,MT,390000280,2011,10289871.5
ARLINGTON HEIGHTS,MT,390000280,2012,10509988.49
ARLINGTON HEIGHTS,MT,390000280,2013,10393344.51
ARLINGTON HEIGHTS,MT,390000280,2014,11317156.31
ARLINGTON HEIGHTS,MT,390000280,2015,12024595.95
ARLINGTON HEIGHTS,MT,390000280,2016,12178487.25
ARLINGTON HEIGHTS,MT,390000280,2017,12340930.31
ARLINGTON HEIGHTS,MT,390000280,2018,12242748
ARLINGTON HEIGHTS,MT,390000280,2019,12732344.23
ARLINGTON HEIGHTS,MT,390000280,2020,12586630.03
ARLINGTON HEIGHTS,MT,390000280,2021,12558910.48
ARLINGTON HEIGHTS,MTART,390000280,2006,14033.640000000001
ARLINGTON HEIGHTS,MTART,390000280,2007,13814.81
ARLINGTON HEIGHTS,MTART,390000280,2008,14562.26
ARLINGTON HEIGHTS,MTART,390000280,2009,13066.359999999999
ARLINGTON HEIGHTS,MTART,390000280,2010,11157.93
ARLINGTON HEIGHTS,MTART,390000280,2011,11473.01
ARLINGTON HEIGHTS,MTART,390000280,2012,11803.6
ARLINGTON HEIGHTS,MTART,390000280,2013,10861.51
ARLINGTON HEIGHTS,MTART,390000280,2014,18081.56
ARLINGTON HEIGHTS,MTART,390000280,2015,28893.71
ARLINGTON HEIGHTS,MTART,390000280,2016,28275.12
ARLINGTON HEIGHTS,MTART,390000280,2017,26761.92
ARLINGTON HEIGHTS,MTART,390000280,2018,27191.74
ARLINGTON HEIGHTS,MTART,390000280,2019,29441.67
ARLINGTON HEIGHTS,MTART,390000280,2020,26662.16
ARLINGTON HEIGHTS,MTART,390000280,2021,14620.2
ARMINGTON,MT,390000290,2006,2454.05
ARMINGTON,MT,390000290,2007,4019.8100000000004
ARMINGTON,MT,390000290,2008,3970.71
ARMINGTON,MT,390000290,2009,4800.74
ARMINGTON,MT,390000290,2010,2659.02
ARMINGTON,MT,390000290,2011,2074.6
ARMINGTON,MT,390000290,2012,1729.68
ARMINGTON,MT,390000290,2013,4299.33
ARMINGTON,MT,390000290,2014,4390.43
ARMINGTON,MT,390000290,2015,3855.02
ARMINGTON,MT,390000290,2016,3664.39
ARMINGTON,MT,390000290,2017,4125.78
ARMINGTON,MT,390000290,2018,3459.19
ARMINGTON,MT,390000290,2019,3517.8
ARMINGTON,MT,390000290,2020,2530.01
ARMINGTON,MT,390000290,2021,4427.21
AROMA PARK,MT,390000300,2006,65928.02
AROMA PARK,MT,390000300,2007,73346.07
AROMA PARK,MT,390000300,2008,83123
AROMA PARK,MT,390000300,2009,81831.95999999999
AROMA PARK,MT,390000300,2010,68161.1
AROMA PARK,MT,390000300,2011,73679.16
AROMA PARK,MT,390000300,2012,69846.4
AROMA PARK,MT,390000300,2013,61727.58
AROMA PARK,MT,390000300,2014,55899.67
AROMA PARK,MT,390000300,2015,72870.52
AROMA PARK,MT,390000300,2016,76878.24
AROMA PARK,MT,390000300,2017,76312.42
AROMA PARK,MT,390000300,2018,83579.8
AROMA PARK,MT,390000300,2019,83140.64
AROMA PARK,MT,390000300,2020,84534.63
AROMA PARK,MT,390000300,2021,107241.39
ARROWSMITH,MT,390000310,2006,2457.8100000000004
ARROWSMITH,MT,390000310,2007,2769.71
ARROWSMITH,MT,390000310,2008,3100.52
ARROWSMITH,MT,390000310,2009,987.53
ARROWSMITH,MT,390000310,2010,1169.37
ARROWSMITH,MT,390000310,2011,657.89
ARROWSMITH,MT,390000310,2012,2357.65
ARROWSMITH,MT,390000310,2013,118.46
ARROWSMITH,MT,390000310,2014,13.78
ARROWSMITH,MT,390000310,2018,247.03
ARROWSMITH,MT,390000310,2019,499.62
ARROWSMITH,MT,390000310,2020,655.89
ARROWSMITH,MT,390000310,2021,1762.41
ARTHUR,MT,390000320,2006,343540.7
ARTHUR,MT,390000320,2007,362996.71
ARTHUR,MT,390000320,2008,400377.43000000005
ARTHUR,MT,390000320,2009,333904.71
ARTHUR,MT,390000320,2010,298921.22000000003
ARTHUR,MT,390000320,2011,312471.33999999997
ARTHUR,MT,390000320,2012,330564.73
ARTHUR,MT,390000320,2013,382195.68
ARTHUR,MT,390000320,2014,402772.62
ARTHUR,MT,390000320,2015,459542.41
ARTHUR,MT,390000320,2016,482135.01
ARTHUR,MT,390000320,2017,447372.15
ARTHUR,MT,390000320,2018,484885.85
ARTHUR,MT,390000320,2019,463158.02
ARTHUR,MT,390000320,2020,465829.08
ARTHUR,MT,390000320,2021,479778.78
ASHKUM,MT,390000330,2006,79725.11
ASHKUM,MT,390000330,2007,82912.3
ASHKUM,MT,390000330,2008,92691.73
ASHKUM,MT,390000330,2009,94124.01
ASHKUM,MT,390000330,2010,86608.45
ASHKUM,MT,390000330,2011,105350.69
ASHKUM,MT,390000330,2012,120099.33
ASHKUM,MT,390000330,2013,118182.88
ASHKUM,MT,390000330,2014,71936.52
ASHKUM,MT,390000330,2015,59908.22
ASHKUM,MT,390000330,2016,55842.61
ASHKUM,MT,390000330,2017,62574.29
ASHKUM,MT,390000330,2018,50509.8
ASHKUM,MT,390000330,2019,45961.3
ASHKUM,MT,390000330,2020,31035.93
ASHKUM,MT,390000330,2021,44525.33
ASHLAND,MT,390000340,2006,62639.6
ASHLAND,MT,390000340,2007,61358.54
ASHLAND,MT,390000340,2008,61618.09
ASHLAND,MT,390000340,2009,60950.880000000005
ASHLAND,MT,390000340,2010,51193.61
ASHLAND,MT,390000340,2011,57085.02
ASHLAND,MT,390000340,2012,70442.05
ASHLAND,MT,390000340,2013,65784.64
ASHLAND,MT,390000340,2014,63976.38
ASHLAND,MT,390000340,2015,64263.71
ASHLAND,MT,390000340,2016,55251.88
ASHLAND,MT,390000340,2017,54347.99
ASHLAND,MT,390000340,2018,55541.87
ASHLAND,MT,390000340,2019,58411.46
ASHLAND,MT,390000340,2020,61228.43
ASHLAND,MT,390000340,2021,62209.97
ASHLEY,MT,390000350,2006,26009.85
ASHLEY,MT,390000350,2007,28941.71
ASHLEY,MT,390000350,2008,33318.56
ASHLEY,MT,390000350,2009,32292.18
ASHLEY,MT,390000350,2010,31847.22
ASHLEY,MT,390000350,2011,37392.74
ASHLEY,MT,390000350,2012,39084.14
ASHLEY,MT,390000350,2013,35526.96
ASHLEY,MT,390000350,2014,38201.69
ASHLEY,MT,390000350,2015,31876.06
ASHLEY,MT,390000350,2016,29272.1
ASHLEY,MT,390000350,2017,30606.25
ASHLEY,MT,390000350,2018,27972.09
ASHLEY,MT,390000350,2019,33119.52
ASHLEY,MT,390000350,2020,43381.41
ASHLEY,MT,390000350,2021,44200.04
ASHMORE,MT,390000360,2006,39772.119999999995
ASHMORE,MT,390000360,2007,41648.219999999994
ASHMORE,MT,390000360,2008,43576.91
ASHMORE,MT,390000360,2009,38551.02
ASHMORE,MT,390000360,2010,37314.7
ASHMORE,MT,390000360,2011,39994.64
ASHMORE,MT,390000360,2012,42620.19
ASHMORE,MT,390000360,2013,51561.14
ASHMORE,MT,390000360,2014,47979.27
ASHMORE,MT,390000360,2015,50642.76
ASHMORE,MT,390000360,2016,54031.63
ASHMORE,MT,390000360,2017,57655.43
ASHMORE,MT,390000360,2018,49164.38
ASHMORE,MT,390000360,2019,53522.7
ASHMORE,MT,390000360,2020,51923.32
ASHMORE,MT,390000360,2021,64294.05
ASHTON,MT,390000370,2006,34421.380000000005
ASHTON,MT,390000370,2007,35749.42
ASHTON,MT,390000370,2008,37499.47
ASHTON,MT,390000370,2009,36831.310000000005
ASHTON,MT,390000370,2010,32287.129999999997
ASHTON,MT,390000370,2011,33999.3
ASHTON,MT,390000370,2012,37633.08
ASHTON,MT,390000370,2013,38224.05
ASHTON,MT,390000370,2014,38535.14
ASHTON,MT,390000370,2015,37553.09
ASHTON,MT,390000370,2016,29464.82
ASHTON,MT,390000370,2017,28133.43
ASHTON,MT,390000370,2018,30166.79
ASHTON,MT,390000370,2019,31093.24
ASHTON,MT,390000370,2020,29153.06
ASHTON,MT,390000370,2021,28814.46
ASSUMPTION,MT,390000380,2006,140214.33
ASSUMPTION,MT,390000380,2007,159012.9
ASSUMPTION,MT,390000380,2008,177163.97
ASSUMPTION,MT,390000380,2009,173304.36
ASSUMPTION,MT,390000380,2010,213300.47999999998
ASSUMPTION,MT,390000380,2011,279788.92000000004
ASSUMPTION,MT,390000380,2012,219448.65
ASSUMPTION,MT,390000380,2013,189664.26
ASSUMPTION,MT,390000380,2014,193285.14
ASSUMPTION,MT,390000380,2015,157867.84
ASSUMPTION,MT,390000380,2016,150693.56
ASSUMPTION,MT,390000380,2017,140763.42
ASSUMPTION,MT,390000380,2018,123304.5
ASSUMPTION,MT,390000380,2019,138848.2
ASSUMPTION,MT,390000380,2020,144489.98
ASSUMPTION,MT,390000380,2021,185656.59
ASSUMPTION,NHMR,390000380,2018,21672.38
ASSUMPTION,NHMR,390000380,2019,113628.84
ASSUMPTION,NHMR,390000380,2020,114772.32
ASSUMPTION,NHMR,390000380,2021,150821.77
ASTORIA,MT,390000390,2006,87492.45
ASTORIA,MT,390000390,2007,66384.62000000001
ASTORIA,MT,390000390,2008,72347.28
ASTORIA,MT,390000390,2009,69352.83
ASTORIA,MT,390000390,2010,63302
ASTORIA,MT,390000390,2011,71042.3
ASTORIA,MT,390000390,2012,69637.18
ASTORIA,MT,390000390,2013,59539.58
ASTORIA,MT,390000390,2014,61824.63
ASTORIA,MT,390000390,2015,52344.62
ASTORIA,MT,390000390,2016,54680.11
ASTORIA,MT,390000390,2017,58206.24
ASTORIA,MT,390000390,2018,60813.07
ASTORIA,MT,390000390,2019,61433.55
ASTORIA,MT,390000390,2020,58561.94
ASTORIA,MT,390000390,2021,64286.75
ATHENS,MT,390000400,2006,74931.93
ATHENS,MT,390000400,2007,83607.22
ATHENS,MT,390000400,2008,83821.67000000001
ATHENS,MT,390000400,2009,97930.83
ATHENS,MT,390000400,2010,94895.4
ATHENS,MT,390000400,2011,105774.07
ATHENS,MT,390000400,2012,124630.53
ATHENS,MT,390000400,2013,116508.63
ATHENS,MT,390000400,2014,105626.89
ATHENS,MT,390000400,2015,112401.26
ATHENS,MT,390000400,2016,114132.65
ATHENS,MT,390000400,2017,114194.01
ATHENS,MT,390000400,2018,122382.12
ATHENS,MT,390000400,2019,128531.38
ATHENS,MT,390000400,2020,126533.77
ATHENS,MT,390000400,2021,133136.74
ATKINSON,MT,390000410,2006,122810.58
ATKINSON,MT,390000410,2007,116043.66
ATKINSON,MT,390000410,2008,114933.73
ATKINSON,MT,390000410,2009,97171.5
ATKINSON,MT,390000410,2010,98809.47
ATKINSON,MT,390000410,2011,100580.08
ATKINSON,MT,390000410,2012,101588.43
ATKINSON,MT,390000410,2013,93885.83
ATKINSON,MT,390000410,2014,102108.91
ATKINSON,MT,390000410,2015,96230.07
ATKINSON,MT,390000410,2016,101469.38
ATKINSON,MT,390000410,2017,99352.94
ATKINSON,MT,390000410,2018,101243.67
ATKINSON,MT,390000410,2019,107729.85
ATKINSON,MT,390000410,2020,143222.5
ATKINSON,MT,390000410,2021,182823.77
ATLANTA,MT,390000420,2006,66548.57
ATLANTA,MT,390000420,2007,69038.47
ATLANTA,MT,390000420,2008,62465.14
ATLANTA,MT,390000420,2009,69050.01
ATLANTA,MT,390000420,2010,76599.55
ATLANTA,MT,390000420,2011,86467.12000000001
ATLANTA,MT,390000420,2012,100622.41
ATLANTA,MT,390000420,2013,100403.16
ATLANTA,MT,390000420,2014,124094.55
ATLANTA,MT,390000420,2015,128066.86
ATLANTA,MT,390000420,2016,113877.12
ATLANTA,MT,390000420,2017,111102.67
ATLANTA,MT,390000420,2018,119055.79
ATLANTA,MT,390000420,2019,102617.21
ATLANTA,MT,390000420,2020,97911.62
ATLANTA,MT,390000420,2021,116394.27
ATWOOD,MT,390000430,2006,58288.5
ATWOOD,MT,390000430,2007,67029.27
ATWOOD,MT,390000430,2008,65122.719999999994
ATWOOD,MT,390000430,2009,74831.39
ATWOOD,MT,390000430,2010,64377.61
ATWOOD,MT,390000430,2011,69686.34
ATWOOD,MT,390000430,2012,70412.18
ATWOOD,MT,390000430,2013,69309.29
ATWOOD,MT,390000430,2014,73698.97
ATWOOD,MT,390000430,2015,68716.98
ATWOOD,MT,390000430,2016,63390.58
ATWOOD,MT,390000430,2017,56964.83
ATWOOD,MT,390000430,2018,79729.58
ATWOOD,MT,390000430,2019,89622.64
ATWOOD,MT,390000430,2020,81330.97
ATWOOD,MT,390000430,2021,89445.04
AUBURN,MT,390000440,2006,205899.31999999998
AUBURN,MT,390000440,2007,228388.97999999998
AUBURN,MT,390000440,2008,236050.41999999998
AUBURN,MT,390000440,2009,202123.3
AUBURN,MT,390000440,2010,183319.7
AUBURN,MT,390000440,2011,209903.86
AUBURN,MT,390000440,2012,227321.34
AUBURN,MT,390000440,2013,245246.5
AUBURN,MT,390000440,2014,243076.39
AUBURN,MT,390000440,2015,250662.55
AUBURN,MT,390000440,2016,239464.84
AUBURN,MT,390000440,2017,230192.82
AUBURN,MT,390000440,2018,229726.28
AUBURN,MT,390000440,2019,250332.31
AUBURN,MT,390000440,2020,267787.02
AUBURN,MT,390000440,2021,309684.35
AUGUSTA,MT,390000450,2006,37635.3
AUGUSTA,MT,390000450,2007,35683.91
AUGUSTA,MT,390000450,2008,37323.619999999995
AUGUSTA,MT,390000450,2009,41568.94
AUGUSTA,MT,390000450,2010,39721.65
AUGUSTA,MT,390000450,2011,40812.719999999994
AUGUSTA,MT,390000450,2012,40728.89
AUGUSTA,MT,390000450,2013,40901.38
AUGUSTA,MT,390000450,2014,46392.75
AUGUSTA,MT,390000450,2015,40726.52
AUGUSTA,MT,390000450,2016,37306.8
AUGUSTA,MT,390000450,2017,42013.7
AUGUSTA,MT,390000450,2018,39521.6
AUGUSTA,MT,390000450,2019,39179.11
AUGUSTA,MT,390000450,2020,41353.62
AUGUSTA,MT,390000450,2021,47399.58
AURORA,HMR,390000460,2006,17667169.99
AURORA,HMR,390000460,2007,19482980.24
AURORA,HMR,390000460,2008,18399124.39
AURORA,HMR,390000460,2009,17651116.52
AURORA,HMR,390000460,2010,16791732.630000003
AURORA,HMR,390000460,2011,18109406.16
AURORA,HMR,390000460,2012,18771017.71
AURORA,HMR,390000460,2013,18870723.89
AURORA,HMR,390000460,2014,19152256.57
AURORA,HMR,390000460,2015,19418746.83
AURORA,HMR,390000460,2016,19642752.48
AURORA,HMR,390000460,2017,20452431.69
AURORA,HMR,390000460,2018,19012545.03
AURORA,HMR,390000460,2019,18924428.74
AURORA,HMR,390000460,2020,20574607.46
AURORA,HMR,390000460,2021,19094280.77
AURORA,MT,390000460,2006,19432788.8
AURORA,MT,390000460,2007,20569209
AURORA,MT,390000460,2008,19692233.130000003
AURORA,MT,390000460,2009,18849094.02
AURORA,MT,390000460,2010,17922043.73
AURORA,MT,390000460,2011,19186064.150000002
AURORA,MT,390000460,2012,19910613.58
AURORA,MT,390000460,2013,20368317.96
AURORA,MT,390000460,2014,22872950.4
AURORA,MT,390000460,2015,22091149.93
AURORA,MT,390000460,2016,21572274.59
AURORA,MT,390000460,2017,22678614.31
AURORA,MT,390000460,2018,22564018.37
AURORA,MT,390000460,2019,22192914.86
AURORA,MT,390000460,2020,23652678.9
AURORA,MT,390000460,2021,22778736.64
AURORA,MTART,390000460,2006,58214.850000000006
AURORA,MTART,390000460,2007,55247.46
AURORA,MTART,390000460,2008,56355.619999999995
AURORA,MTART,390000460,2009,50465.950000000004
AURORA,MTART,390000460,2010,47769.41
AURORA,MTART,390000460,2011,49220.91
AURORA,MTART,390000460,2012,47000.14
AURORA,MTART,390000460,2013,45422.83
AURORA,MTART,390000460,2014,51764.77
AURORA,MTART,390000460,2015,47706.36
AURORA,MTART,390000460,2016,48528.34
AURORA,MTART,390000460,2017,53305.58
AURORA,MTART,390000460,2018,49052.03
AURORA,MTART,390000460,2019,52206.51
AURORA,MTART,390000460,2020,46923.14
AURORA,MTART,390000460,2021,44899.03
AVA,MT,390000470,2006,56165.86
AVA,MT,390000470,2007,62182.68
AVA,MT,390000470,2008,66894.78
AVA,MT,390000470,2009,71111.52
AVA,MT,390000470,2010,63254.380000000005
AVA,MT,390000470,2011,63570.39
AVA,MT,390000470,2012,65950.66
AVA,MT,390000470,2013,54668.21
AVA,MT,390000470,2014,55706.98
AVA,MT,390000470,2015,52862.34
AVA,MT,390000470,2016,64250.6
AVA,MT,390000470,2017,67405.1
AVA,MT,390000470,2018,72105.74
AVA,MT,390000470,2019,87785.29
AVA,MT,390000470,2020,83694.1
AVA,MT,390000470,2021,81957.51
AVISTON,MT,390000480,2006,104186.06
AVISTON,MT,390000480,2007,97734.77
AVISTON,MT,390000480,2008,105754.64
AVISTON,MT,390000480,2009,98358.35
AVISTON,MT,390000480,2010,88909.83
AVISTON,MT,390000480,2011,102194.93999999999
AVISTON,MT,390000480,2012,112554.23
AVISTON,MT,390000480,2013,115229.18
AVISTON,MT,390000480,2014,111226.42
AVISTON,MT,390000480,2015,118684.45
AVISTON,MT,390000480,2016,110411.97
